所管,組織,項名,目名,元額_億円,フリードマン根拠,残存割合,残す額_億円,削減額_億円,措置,理由
国土交通省,気象庁,気象官署共通費,職員旅費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,赴任旅費,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,庁費,12,⑨外部効果克服,80%,10,2,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,校費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,移転費,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,各所修繕,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,公共施設等維持管理運営費,4,⑨外部効果克服,80%,3,1,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署施設費,施設施工庁費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,観測予報等業務費,職員旅費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,技術研究開発業務旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,観測予報庁費,42,⑧技術的独占対抗・⑨外部効果克服,30%,13,29,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,技術研究開発業務庁費,15,⑧技術的独占対抗・⑨外部効果克服,30%,4,11,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,技術研究開発業務船舶運航費,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,通信専用料,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,技術研究開発業務通信専用料,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,静止気象衛星製作費,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,公共施設等維持管理運営費,21,⑧技術的独占対抗・⑨外部効果克服,30%,6,15,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,世界気象機関等分担金,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,観測予報等業務費,世界気象機関拠出金,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,気象庁,気象研究所,職員基本給,10,⑨外部効果克服,80%,8,2,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象研究所,職員諸手当,6,⑨外部効果克服,80%,5,1,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象研究所,庁費,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象研究所,試験研究費,12,⑨外部効果克服,80%,10,2,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,運輸安全委員会,運輸安全委員会,職員基本給,11,⑧技術的独占対抗・⑨外部効果克服,30%,3,8,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,運輸安全委員会,運輸安全委員会,職員諸手当,7,⑧技術的独占対抗・⑨外部効果克服,30%,2,5,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,運輸安全委員会,運輸安全委員会,超過勤務手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,運輸安全委員会,運輸安全委員会,短時間勤務職員給与,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,運輸安全委員会,運輸安全委員会,庁費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,運輸安全委員会,運輸安全委員会,公共交通等安全対策調査費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,海上保安官署共通費,職員基本給,682,①法秩序維持,100%,682,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,職員諸手当,376,①法秩序維持,100%,376,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,超過勤務手当,130,①法秩序維持,100%,130,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,休職者給与,2,①法秩序維持,100%,2,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,短時間勤務職員給与,5,①法秩序維持,100%,5,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,公務災害補償費,5,①法秩序維持,100%,5,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,児童手当,15,①法秩序維持,100%,15,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,職員旅費,2,①法秩序維持,100%,2,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,赴任旅費,11,①法秩序維持,100%,11,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,庁費,6,①法秩序維持,100%,6,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署共通費,校費,12,①法秩序維持,100%,12,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署施設費,施設施工庁費,6,①法秩序維持,100%,6,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署施設費,施設整備費,41,①法秩序維持,100%,41,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,海上保安官署施設費,不動産購入費,6,①法秩序維持,100%,6,0,維持,①法と秩序（海上治安）
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,非常勤職員手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,船員食料手当,27,⑧技術的独占対抗・⑨外部効果克服,30%,8,19,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,職員旅費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,活動旅費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,海上警備対策旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,庁費,19,⑧技術的独占対抗・⑨外部効果克服,30%,6,13,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,情報処理業務庁費,19,⑧技術的独占対抗・⑨外部効果克服,30%,6,13,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,通信業務庁費,19,⑧技術的独占対抗・⑨外部効果克服,30%,6,13,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,水路業務庁費,14,⑧技術的独占対抗・⑨外部効果克服,30%,4,10,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,航路標識庁費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,航空従事者研修費,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,航空機及船舶運航費,690,⑧技術的独占対抗・⑨外部効果克服,30%,207,483,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,装備費,13,⑧技術的独占対抗・⑨外部効果克服,30%,4,9,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,通信専用料,17,⑧技術的独占対抗・⑨外部効果克服,30%,5,12,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,電子計算機借料,36,⑧技術的独占対抗・⑨外部効果克服,30%,11,25,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,被服費,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,弾薬費,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,土地建物借料,12,⑧技術的独占対抗・⑨外部効果克服,30%,4,8,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,各所修繕,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,捜査費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,公共施設等維持管理運営費,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,通信設備整備費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,航空機購入費,171,⑧技術的独占対抗・⑨外部効果克服,30%,51,120,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶建造費,船舶建造費,316,⑧技術的独占対抗・⑨外部効果克服,30%,95,221,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全基盤整備事業費,船舶交通安全基盤整備事業費,53,⑧技術的独占対抗・⑨外部効果克服,30%,16,37,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全基盤整備事業費,船舶交通安全基盤維持管理費,197,⑧技術的独占対抗・⑨外部効果克服,30%,59,138,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全基盤整備事業工事諸費,職員基本給,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全基盤整備事業工事諸費,工事施行旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全基盤整備事業工事諸費,庁費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,海上保安庁,船舶交通安全基盤整備事業工事諸費,工事雑費,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ
環境省,環境本省,環境本省共通費,職員基本給,52,⑨外部効果克服,50%,26,26,縮小,⑨環境規制・基準設定は正当
環境省,環境本省,環境本省共通費,職員諸手当,30,⑨外部効果克服,50%,15,15,縮小,⑨環境規制・基準設定は正当
環境省,環境本省,環境本省共通費,超過勤務手当,14,⑨外部効果克服,50%,7,7,縮小,⑨環境規制・基準設定は正当
