所管,項名,目名,元額_億円,分類,残存率,残す額_億円,理由
国土交通省,治水海岸事業工事諸費,退職手当,33,⑨,100%,33,治水海岸事業工事諸費に係る退職手当。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の執行を長期的に支える人材の雇用終了時の義務的給付（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,児童手当,5,⑨,100%,5,治水海岸事業工事諸費に係る児童手当。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の執行職員に対する法律に基づく児童手当給付（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,諸謝金,1,⑨,100%,1,治水海岸事業工事諸費に係る諸謝金。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,職員旅費,3,⑨,100%,3,治水海岸事業工事諸費に係る職員旅費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）に伴う現地視察・監督・会議出張費
国土交通省,治水海岸事業工事諸費,工事施行旅費,3,⑨,100%,3,治水海岸事業工事諸費に係る工事施行旅費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）に伴う現地視察・監督・会議出張費
国土交通省,治水海岸事業工事諸費,赴任旅費,3,⑨,100%,3,治水海岸事業工事諸費に係る赴任旅費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）に伴う現地視察・監督・会議出張費
国土交通省,治水海岸事業工事諸費,庁費,13,⑨,100%,13,治水海岸事業工事諸費に係る庁費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,治水海岸事業工事諸費,情報処理業務庁費,15,⑨,100%,15,治水海岸事業工事諸費に係る情報処理業務庁費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）に必要なデータ処理・業務システムの維持コスト
国土交通省,治水海岸事業工事諸費,車両費,29,⑨,100%,29,治水海岸事業工事諸費に係る車両費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の現地調査・巡視・輸送に使用する公用車のコスト
国土交通省,治水海岸事業工事諸費,広報費,23,⑨,100%,23,治水海岸事業工事諸費に係る広報費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,電子計算機借料,5,⑨,100%,5,治水海岸事業工事諸費に係る電子計算機借料。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,工事雑費,98,⑨,100%,98,治水海岸事業工事諸費の工事現場管理・施工監督費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の工事品質確保に不可欠な現場管理コスト
国土交通省,治水海岸事業工事諸費,自動車重量税,1,⑨,100%,1,治水海岸事業工事諸費に係る自動車重量税。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,国家公務員共済組合負担金,111,⑨,100%,111,治水海岸事業工事諸費に係る国家公務員共済組合負担金（使用者負担）。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の執行職員に係る法定社会保険コスト（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,国有資産所在市町村交付金,65,⑨,100%,65,治水海岸事業工事諸費に係る国有資産所在市町村交付金。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）に使用する国有施設の代替的固定資産税相当額
国土交通省,治水海岸事業工事諸費,賠償償還及払戻金,2,⑨,100%,2,治水海岸事業工事諸費に係る賠償償還及払戻金。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,精算還付金,1,⑨,100%,1,治水海岸事業工事諸費に係る精算還付金。事業精算に伴う過払い分の返還であり、直接の政府サービス提供費用ではない
国土交通省,道路整備事業工事諸費,職員基本給,276,⑨,100%,276,道路整備事業工事諸費に係る職員基本給。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,職員諸手当,144,⑨,100%,144,道路整備事業工事諸費に係る職員諸手当（扶養・通勤・地域等）。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,超過勤務手当,35,⑨,100%,35,道路整備事業工事諸費に係る超過勤務手当。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の繁忙期・緊急時対応における時間外労働コスト（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,休職者給与,2,⑨,100%,2,道路整備事業工事諸費に係る休職者給与。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の遂行に伴う経費
国土交通省,道路整備事業工事諸費,短時間勤務職員給与,11,⑨,100%,11,道路整備事業工事諸費に係る短時間勤務職員給与。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の補助的・時限的業務を担う非常勤・短時間職員への給与（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,公務災害補償費,1,⑨,100%,1,道路整備事業工事諸費に係る公務災害補償費。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の遂行に伴う経費
国土交通省,道路整備事業工事諸費,退職手当,30,⑨,100%,30,道路整備事業工事諸費に係る退職手当。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の執行を長期的に支える人材の雇用終了時の義務的給付（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,児童手当,4,⑨,100%,4,道路整備事業工事諸費に係る児童手当。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の執行職員に対する法律に基づく児童手当給付（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,諸謝金,1,⑨,100%,1,道路整備事業工事諸費に係る諸謝金。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の遂行に伴う経費
